Connecting to host 10.45.1.17, port 53161
[  5] local 10.45.1.1 port 59882 connected to 10.45.1.17 port 53161
[  5] 294.00-295.00 sec  0.00 Bytes  0.00 bits/sec    0    485 KBytes       
[  5] 295.00-296.00 sec  1.25 MBytes  10.5 Mbits/sec    0    488 KBytes       
[  5] 296.00-297.00 sec  0.00 Bytes  0.00 bits/sec    0    488 KBytes       
[  5] 297.00-298.00 sec  1.25 MBytes  10.5 Mbits/sec    0    491 KBytes       
[  5] 298.00-299.00 sec  1.25 MBytes  10.5 Mbits/sec    0    499 KBytes       
[  5] 299.00-300.00 sec  0.00 Bytes  0.00 bits/sec    0    515 KBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bitrate         Retr
[  5]   0.00-300.00 sec   197 MBytes  5.50 Mbits/sec  3444             sender
[  5]   0.00-300.90 sec   194 MBytes  5.42 Mbits/sec                  receiver

iperf Done.
