Connecting to host 10.45.1.15, port 53141
[  5] local 10.45.1.1 port 53806 connected to 10.45.1.15 port 53141
[  5] 294.00-295.00 sec  0.00 Bytes  0.00 bits/sec    0   1015 KBytes       
[  5] 295.00-296.00 sec  1.25 MBytes  10.5 Mbits/sec    0   1.01 MBytes       
[  5] 296.00-297.00 sec  0.00 Bytes  0.00 bits/sec    0   1.03 MBytes       
[  5] 297.00-298.00 sec  1.25 MBytes  10.5 Mbits/sec    0   1.03 MBytes       
[  5] 298.00-299.00 sec  0.00 Bytes  0.00 bits/sec   17    851 KBytes       
[  5] 299.00-300.00 sec  1.25 MBytes  10.5 Mbits/sec    0    745 KBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bitrate         Retr
[  5]   0.00-300.00 sec   199 MBytes  5.56 Mbits/sec  6073             sender
[  5]   0.00-301.33 sec   197 MBytes  5.48 Mbits/sec                  receiver

iperf Done.
